[SYNTAX] ERROR: IN LINE NUMBER:	1:	Expected One of these tokens:	: 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	14 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	15 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	15 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	15 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	15 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	15 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	15 
[SYNTAX] WARNING: SKIPPING TOKEN:	4	AT LINE NUMBER:	15 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	15 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	15 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	16 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	16 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	17 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	17 
[SYNTAX] WARNING: SKIPPING TOKEN:	class	AT LINE NUMBER:	18 
[SYNTAX] WARNING: SKIPPING TOKEN:	Foo4	AT LINE NUMBER:	18 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	18 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	19 
[SYNTAX] WARNING: SKIPPING TOKEN:	array	AT LINE NUMBER:	19 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	19 
[SYNTAX] WARNING: SKIPPING TOKEN:	4	AT LINE NUMBER:	19 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	19 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	19 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	20 
[SYNTAX] WARNING: SKIPPING TOKEN:	realNum	AT LINE NUMBER:	20 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	20 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	foo2	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	Unknown	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	,	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	3	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	22 
[SYNTAX] WARNING: SKIPPING TOKEN:	Foo	AT LINE NUMBER:	23 
[SYNTAX] WARNING: SKIPPING TOKEN:	f	AT LINE NUMBER:	23 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	23 
[SYNTAX] WARNING: SKIPPING TOKEN:	f	AT LINE NUMBER:	25 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	25 
[SYNTAX] WARNING: SKIPPING TOKEN:	9.0	AT LINE NUMBER:	25 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	25 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	26 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	26 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	26 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	26 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	26 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	26 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	27 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	27 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	27 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	27 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	27 
[SYNTAX] WARNING: SKIPPING TOKEN:	/	AT LINE NUMBER:	27 
[SYNTAX] WARNING: SKIPPING TOKEN:	e	AT LINE NUMBER:	27 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	27 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	28 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	28 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	28 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	28 
[SYNTAX] WARNING: SKIPPING TOKEN:	not	AT LINE NUMBER:	28 
[SYNTAX] WARNING: SKIPPING TOKEN:	e	AT LINE NUMBER:	28 
[SYNTAX] WARNING: SKIPPING TOKEN:	and	AT LINE NUMBER:	28 
[SYNTAX] WARNING: SKIPPING TOKEN:	f	AT LINE NUMBER:	28 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	28 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	<=	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	g	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	29 
[SYNTAX] WARNING: SKIPPING TOKEN:	if	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	isTrue	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	p	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	,	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	q	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	then	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	32 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	<>	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	g	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	33 
[SYNTAX] WARNING: SKIPPING TOKEN:	e	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	e	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	param	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	,	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	34 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	35 
[SYNTAX] WARNING: SKIPPING TOKEN:	else	AT LINE NUMBER:	35 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	35 
[SYNTAX] WARNING: SKIPPING TOKEN:	e	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	9	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	f	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	,	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	,	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	not	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	or	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	8	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	h	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	j	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	36 
[SYNTAX] WARNING: SKIPPING TOKEN:	f	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	f	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	and	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	/	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	not	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	6.66	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	3	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	p	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	,	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	q	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	37 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	38 
[SYNTAX] WARNING: SKIPPING TOKEN:	return	AT LINE NUMBER:	40 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	40 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	40 
[SYNTAX] WARNING: SKIPPING TOKEN:	)	AT LINE NUMBER:	40 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	40 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	41 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	42 
[SYNTAX] WARNING: SKIPPING TOKEN:	program	AT LINE NUMBER:	43 
[SYNTAX] WARNING: SKIPPING TOKEN:	{	AT LINE NUMBER:	43 
[SYNTAX] WARNING: SKIPPING TOKEN:	float	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	1	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	2	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	3	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	44 
[SYNTAX] WARNING: SKIPPING TOKEN:	for	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	(	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	int	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	0	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	==	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	10	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	i	AT LINE NUMBER:	46 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	46 
